0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.843628,0.996765,0.999664,0.611481,0.392426,0.266205,0.297272,0.840118,0.0237427,0.375854,0.0926208,0.677185,0.0562134,0.00878906,0.918762,0.275879,0.272888,0.587891,0.691162,0.837585,0.726471,0.484924,0.205353,0.743713,0.468445,0.457947,0.949127,0.744415,0.108276,0.59903,0.385223,0.734985,0.608948,0.572388,0.361328,0.15155,0.225098,0.42514,0.802856,0.51709,0.98996,0.751526,0.345551,0.168976,0.657288,0.491882,0.0635376,0.699738,0
0,0.949554,0.141571,0.90509,0.692871,0.30304,0.426544,0.0703735,0.966583,0.683167,0.153229,0.877228,0.821655,0.582031,0.191345,0.177887,0.817169,0.47525,0.155548,0.503906,0.731995,0.405579,0.279572,0.568726,0.68222,0.755829,0.721893,0.475281,0.123016,0.367798,0.834656,0.0350952,0.516998,0.662964,0.426208,0.104675,0.94931,0.921356,0.54953,0.345978,0.47171,0.374969,0.846954,0.316864,0.456085,0.271881,0.982941,0.297791,0.739166,0
0,0.761292,0.839417,0.397644,0.500885,0.890137,0.0274658,0.994598,0.572571,0.0505066,0.531311,0.194061,0.843018,0.62674,0.657593,0.197845,0.842133,0.123322,0.109924,0.743103,0.314056,0.94104,0.286072,0.336304,0.140259,0.733063,0.834595,0.707977,0.60022,0.747192,0.252716,0.14447,0.00161743,0.0610046,0.806213,0.8526,0.210571,0.115601,0.553192,0.0142517,0.11377,0.454498,0.752197,0.686127,0.543427,0.0738831,0.436707,0.201935,0.696198,0
0,0.232422,0.57785,0.532562,0.628662,0.160187,0.50412,0.963013,0.69574,0.924774,0.189941,0.335938,0.178345,0.995148,0.457428,0.997986,0.0975037,0.625153,0.0943909,0.437714,0.931488,0.0484314,0.894592,0.290009,0.227295,0.769043,0.410706,0.201965,0.628052,0.604126,0.451599,0.466339,0.597809,0.634705,0.854767,0.828766,0.624756,0.720886,0.565735,0.375122,0.184265,0.737885,0.555115,0.90506,0.242859,0.188934,0.604706,0.698486,0.584595,0
0,0.0803833,0.740723,0.61203,0.620361,0.691101,0.804504,0.149109,0.576019,0.867706,0.91153,0.614685,0.727661,0.0432129,0.667755,0.976501,0.315002,0.569183,0.305817,0.17392,0.108551,0.869019,0.851196,0.744293,0.154877,0.326904,0.0793457,0.0765991,0.640961,0.819977,0.545074,0.448242,0.408966,0.298737,0.465546,0.50119,0.152649,0.323029,0.737976,0.313873,0.82666,0.959045,0.873322,0.725006,0.300049,0.94397,0.127228,0.0657349,0.784943,0
0,0.956085,0.0722656,0.87561,0.653839,0.322113,0.104797,0.505035,0.227081,0.290283,0.919952,0.551147,0.662781,0.114532,0.492523,0.37912,0.496796,0.793335,0.509247,0.382355,0.688141,0.532135,0.606262,0.395172,0.00588989,0.707855,0.100616,0.623047,0.86322,0.491486,0.747314,0.496887,0.380096,0.785339,0.552795,0.357086,0.955688,0.630829,0.176575,0.374237,0.131622,0.743256,0.951691,0.611969,0.027832,0.329834,0.0559082,0.639191,0.131622,0
0,0.596863,0.721619,0.853943,0.014679,0.126465,0.707886,0.617126,0.21756,0.0659485,0.168915,0.624084,0.340973,0.319397,0.367554,0.66098,0.802368,0.806854,0.52652,0.611084,0.798157,0.900574,0.144806,0.630157,0.402405,0.253693,0.136536,0.855164,0.0661621,0.427795,0.573334,0.302277,0.548035,0.225555,0.31134,0.110626,0.808014,0.134705,0.284241,0.788086,0.895203,0.789612,0.743774,0.615204,0.361115,0.856628,0.228485,0.863556,0.229431,0
0,0.984802,0.0538025,0.0814209,0.524658,0.426788,0.0946655,0.258789,0.89151,0.232758,0.146545,0.125092,0.93161,0.0801086,0.0470886,0.0587158,0.336395,0.914673,0.39859,0.43277,0.946136,0.837158,0.53421,0.842072,0.693512,0.397675,0.259155,0.0043335,0.525574,0.954773,0.398682,0.241089,0.585541,0.255127,0.68399,0.945251,0.435486,0.890198,0.00717163,0.940948,0.601532,0.786133,0.57666,0.142426,0.222321,0.382996,0.00427246,0.417908,0.0822449,0
0,0.0648499,0.811035,0.662048,0.691467,0.802673,0.530121,0.685608,0.142761,0.689484,0.727875,0.77771,0.0310669,0.868652,0.644501,0.706543,0.0854492,0.551971,0.947876,0.0587769,0.274963,0.145172,0.98175,0.619965,0.292236,0.922455,0.367523,0.694519,0.218628,0.155914,0.24054,0.521423,0.902252,0.106415,0.902618,0.441711,0.0801086,0.782074,0.171783,0.974365,0.775848,0.870361,0.210632,0.456604,0.00375366,0.75061,0.114044,0.404694,0.311127,0
